dataset,seed,method,window_id,A_r,B_r,U_r,m_by_client
sensorscope,30003,raven,27,"[""client-001"", ""client-003""]","[""client-001"", ""client-002"", ""client-003"", ""client-005""]","[""client-001"", ""client-003""]","{""client-001"": 6.2735276392767005, ""client-002"": 10.223526523265734, ""client-003"": 2.371246818882838, ""client-005"": 2.3278499841739673}"
sensorscope,30003,raven,28,"[""client-002"", ""client-005"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-006""]","{""client-001"": 11.798285887445921, ""client-002"": 4.358994182378786, ""client-003"": 2.8154192871046044, ""client-004"": 4.692365478507675, ""client-005"": 0.9384730957015349, ""client-006"": 5.547810777573, ""client-007"": 4.780663313951624}"
sensorscope,30003,raven,29,"[""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-002"", ""client-003"", ""client-004"", ""client-005""]","{""client-001"": 7.156919108018457, ""client-002"": 2.589543198009912, ""client-003"": 4.23743432401622, ""client-004"": 2.3541301800090113, ""client-005"": 0.9416520720036046}"
sensorscope,30003,raven,30,"[""client-005"", ""client-007""]","[""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-005"", ""client-007""]","{""client-002"": 10.383859736479218, ""client-004"": 0.9932011515646775, ""client-005"": 0.794560921251742, ""client-006"": 3.3039553706979325, ""client-007"": 1.8879744975416763}"
sensorscope,30003,raven,31,"[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","{""client-000"": 4.4156957576834195, ""client-001"": 3.612841983559161, ""client-002"": 27.214027308401185, ""client-003"": 2.4085613223727744, ""client-004"": 6.185006206454816, ""client-005"": 0.8028537741242582, ""client-006"": 6.698307818432374, ""client-007"": 0.9569011169189109}"
sensorscope,30003,raven,32,"[""client-003""]","[""client-003"", ""client-004"", ""client-006""]","[""client-003""]","{""client-003"": 1.4206090766522999, ""client-004"": 9.470727177681999, ""client-006"": 9.944263536566098}"
sensorscope,30003,raven,33,"[""client-003"", ""client-007""]","[""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-003"", ""client-007""]","{""client-002"": 2.6142751685745464, ""client-003"": 2.851936547535869, ""client-005"": 0.9506455158452898, ""client-006"": 6.654518610917027, ""client-007"": 0.9506455158452898}"
sensorscope,30003,raven,34,"[""client-001""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-001""]","{""client-000"": 11.04657835850267, ""client-001"": 1.8215063167497254, ""client-003"": 1.2143375444998168, ""client-004"": 6.6948959748501045, ""client-006"": 6.711550847838524, ""client-007"": 2.428675088999634}"
sensorscope,30003,raven,35,"[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","{""client-000"": 2.6505213915064747, ""client-001"": 6.505825233697712, ""client-002"": 15.903128349038848, ""client-003"": 1.2200419725707583, ""client-004"": 2.409564901369523, ""client-006"": 17.186864942343174, ""client-007"": 0.8133613150471724}"
sensorscope,30003,raven,36,"[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","{""client-001"": 3.6219654818115536, ""client-002"": 5.230806444773299, ""client-003"": 2.414643654541036, ""client-004"": 2.3776392930787726, ""client-005"": 1.6097624363606908, ""client-007"": 1.6097624363606908}"
sensorscope,30003,raven,37,"[""client-000"", ""client-001"", ""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006""]","[""client-000"", ""client-001"", ""client-003""]","{""client-000"": 2.22226628281204, ""client-001"": 3.6364357355106107, ""client-002"": 2.22226628281204, ""client-003"": 2.424290490340407, ""client-004"": 2.0202420752836727, ""client-006"": 5.656677810794283}"
sensorscope,30003,raven,38,"[""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-006"", ""client-007""]","{""client-000"": 2.2291582760700623, ""client-001"": 2.1559346172539686, ""client-002"": 11.015216892259792, ""client-004"": 4.053015047400113, ""client-005"": 0.8106030094800227, ""client-006"": 4.255665799770118, ""client-007"": 3.8327726528959447}"
sensorscope,30003,raven,39,"[""client-001"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-007""]","{""client-000"": 4.464396702795868, ""client-001"": 7.305376422756876, ""client-002"": 5.283765836323141, ""client-003"": 4.870250948504584, ""client-005"": 0.4803423487566493, ""client-006"": 4.26146957994151, ""client-007"": 1.921369395026597}"
sensorscope,30003,raven,40,"[""client-001"", ""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-002""]","{""client-000"": 14.66822360834787, ""client-001"": 1.8095131750925655, ""client-002"": 5.244375959264086, ""client-003"": 5.721137410106276, ""client-005"": 0.804228077818918, ""client-006"": 6.674660311790655, ""client-007"": 1.907045803368759}"
sensorscope,30003,raven,41,[],"[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-000"": 29.247569577359886, ""client-002"": 13.35892405085408, ""client-003"": 5.982457413550887, ""client-004"": 1.0008113871196405, ""client-005"": 0.8006491096957123, ""client-006"": 3.3245371464207425, ""client-007"": 1.899735512240425}"
sensorscope,30003,raven,42,"[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-007""]","{""client-000"": 4.41580498962331, ""client-001"": 2.134473977132315, ""client-002"": 7.826404582818487, ""client-003"": 8.537895908529258, ""client-004"": 1.1858188761846193, ""client-005"": 0.40143681723848285, ""client-006"": 2.810057720669379, ""client-007"": 0.9486551009476956}"
sensorscope,30003,raven,43,"[""client-002"", ""client-003"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-002"", ""client-003"", ""client-006"", ""client-007""]","{""client-001"": 5.415331846679596, ""client-002"": 2.5934391368963357, ""client-003"": 2.4068141540798202, ""client-004"": 2.3576719426330324, ""client-006"": 3.3007407196862446, ""client-007"": 0.8022713846932736}"
sensorscope,30003,raven,44,"[""client-000"", ""client-004"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-004"", ""client-006""]","{""client-000"": 10.389115890699857, ""client-001"": 7.218434848069077, ""client-003"": 4.812289898712718, ""client-004"": 4.722325404863572, ""client-005"": 0.4010241582260599, ""client-006"": 6.611255566809}"
sensorscope,30003,raven,45,[],"[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]",[],"{""client-000"": 10.807830384143253, ""client-001"": 2.1223288712813986, ""client-002"": 15.563745056063588, ""client-003"": 1.200674334408349, ""client-004"": 6.5502002328140945, ""client-006"": 2.801573446952814, ""client-007"": 9.492609468582618}"
sensorscope,30003,raven,46,"[""client-000"", ""client-005""]","[""client-000"", ""client-001"", ""client-003"", ""client-005""]","[""client-000"", ""client-005""]","{""client-000"": 8.80804243081663, ""client-001"": 21.294733436924595, ""client-003"": 1.4140069812584166, ""client-005"": 0.8007311300742392}"
sensorscope,30003,raven,47,"[""client-000"", ""client-004""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-007""]","[""client-000"", ""client-004""]","{""client-000"": 5.203178747752439, ""client-001"": 8.514292496322174, ""client-003"": 4.833027308432778, ""client-004"": 2.3650812489783815, ""client-007"": 2.838097498774058}"
sensorscope,30003,raven,48,"[""client-001"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-007""]","[""client-001"", ""client-003"", ""client-007""]","{""client-000"": 2.21770383382085, ""client-001"": 8.527836609688169, ""client-003"": 5.685224406458779, ""client-007"": 1.612875515506073}"
sensorscope,30003,raven,49,"[""client-002"", ""client-004""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-004""]","{""client-001"": 10.761465448078647, ""client-002"": 5.236921065795593, ""client-003"": 2.8565023995248686, ""client-004"": 2.380418666270724, ""client-005"": 0.4760837332541449, ""client-006"": 3.332586132779013, ""client-007"": 1.9043349330165795}"
sensorscope,30003,raven,50,"[""client-000"", ""client-002"", ""client-005""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-005""]","{""client-000"": 8.855745295316575, ""client-002"": 2.61453977401656, ""client-003"": 4.830406524718132, ""client-004"": 1.1884271700075273, ""client-005"": 0.4753708680030109, ""client-006"": 9.982788228063228, ""client-007"": 4.807146671056271}"
sensorscope,30003,raven,51,"[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","{""client-000"": 26.568237432627043, ""client-001"": 3.5876116325945326, ""client-002"": 8.769717324119968, ""client-003"": 1.4180717342107192, ""client-004"": 4.726905780702397, ""client-005"": 0.9453811561404796, ""client-006"": 2.7903646031290807, ""client-007"": 5.672286936842878}"
sensorscope,30003,raven,52,"[""client-000"", ""client-002"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-007""]","{""client-000"": 8.690233743102953, ""client-001"": 8.426806911243718, ""client-002"": 4.345116871551476, ""client-003"": 1.4044678185406196, ""client-004"": 13.093217681699542, ""client-006"": 3.2770915765947786, ""client-007"": 3.1600849974919836}"
sensorscope,30003,raven,53,[],"[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]",[],"{""client-001"": 3.541964801744698, ""client-002"": 4.3290680910212975, ""client-003"": 3.541964801744698, ""client-004"": 2.329848517292814, ""client-005"": 0.9319394069171256, ""client-007"": 1.5742065785531991}"
sensorscope,30003,raven,54,[],"[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-001"": 10.686054543810178, ""client-003"": 2.3550694076421967, ""client-004"": 2.943836759552746, ""client-005"": 0.3925115679403662, ""client-006"": 1.3737904877912812, ""client-007"": 4.749357575026746}"
sensorscope,30003,raven,55,"[""client-000"", ""client-005""]","[""client-000"", ""client-003"", ""client-005""]","[""client-000"", ""client-005""]","{""client-000"": 8.662996900966107, ""client-003"": 2.799452101004169, ""client-005"": 2.6092539904559926}"
sensorscope,30003,raven,56,"[""client-001"", ""client-003"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-007""]","{""client-001"": 2.1145341188819815, ""client-002"": 8.697166757623828, ""client-003"": 2.371954570261044, ""client-004"": 7.048447062939939, ""client-005"": 0.7906515234203481, ""client-006"": 1.3836401659856088, ""client-007"": 1.5813030468406961}"
sensorscope,30003,raven,57,"[""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-003"", ""client-006""]","{""client-000"": 4.357665513804299, ""client-001"": 3.5653626931126077, ""client-003"": 2.376908462075072, ""client-004"": 2.3557176013324037, ""client-005"": 2.6457566223860036, ""client-006"": 5.546119744841834}"
sensorscope,30003,raven,58,"[""client-002"", ""client-004"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-002"", ""client-004"", ""client-006""]","{""client-001"": 12.77130847518126, ""client-002"": 4.373967940180236, ""client-003"": 4.771601389287531, ""client-004"": 1.9881672455364712, ""client-005"": 0.9460228500134268, ""client-006"": 2.7834341437510592}"
sensorscope,30003,raven,59,"[""client-000"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","{""client-000"": 10.979913763221424, ""client-001"": 7.137404106760757, ""client-002"": 2.5999043786651597, ""client-003"": 4.758269404507171, ""client-005"": 1.4181296610900875, ""client-006"": 6.6179384184204055, ""client-007"": 2.836259322180175}"
sensorscope,30003,raven,60,"[""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-002"", ""client-003"", ""client-004"", ""client-007""]","{""client-000"": 13.509914548295415, ""client-001"": 10.643857034270006, ""client-002"": 14.63888453030822, ""client-003"": 1.413569204715368, ""client-004"": 2.9566269539638914, ""client-005"": 0.9423794698102455, ""client-007"": 5.654276818861472}"
sensorscope,30003,raven,61,"[""client-001"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-004""]","{""client-000"": 10.290187850473203, ""client-001"": 2.104811151233155, ""client-003"": 2.3430775005223587, ""client-004"": 3.508018585388592, ""client-006"": 2.7335904172760848, ""client-007"": 0.9354716227702914}"
sensorscope,30003,raven,62,"[""client-000"", ""client-001"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-005""]","{""client-000"": 2.566800203108017, ""client-001"": 4.200218514176755, ""client-002"": 2.135456651589641, ""client-004"": 0.9706621143589279, ""client-005"": 0.7765296914871423, ""client-006"": 4.076780880307496}"
sensorscope,30003,raven,63,"[""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-005"", ""client-006""]","{""client-001"": 2.1062321662477816, ""client-002"": 5.148567517494577, ""client-004"": 0.970340186871844, ""client-005"": 4.993058892417142, ""client-006"": 5.433905046482325, ""client-007"": 4.008453435223529}"
sensorscope,30003,raven,64,"[""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-003""]","{""client-000"": 5.1550103121883275, ""client-001"": 9.030112202115392, ""client-002"": 4.274794769132126, ""client-003"": 7.498411907395084, ""client-004"": 6.688972001566959, ""client-005"": 0.3886177062847388, ""client-006"": 2.720323943993171}"
sensorscope,30003,raven,65,"[""client-004""]","[""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-004""]","{""client-002"": 10.329558733980159, ""client-004"": 1.1738134924977455, ""client-005"": 1.4085761909972945, ""client-006"": 4.094088245987229}"
sensorscope,30003,raven,66,"[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-007""]","{""client-000"": 5.180448139768863, ""client-001"": 22.457846284097997, ""client-002"": 44.23039581875705, ""client-003"": 5.651397970656942, ""client-004"": 2.3547491544403925, ""client-005"": 0.941899661776157, ""client-007"": 1.883799323552314}"
sensorscope,30003,raven,67,"[""client-002"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-002"", ""client-003"", ""client-007""]","{""client-000"": 27.094843376535536, ""client-001"": 4.214785845816853, ""client-002"": 4.2954345900759066, ""client-003"": 4.214785845816852, ""client-004"": 0.9762351341081607, ""client-005"": 2.656280655013459, ""client-007"": 0.9366190768481896}"
sensorscope,30003,raven,68,"[""client-001"", ""client-002"", ""client-004"", ""client-007""]","[""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-004"", ""client-007""]","{""client-001"": 8.409006524777512, ""client-002"": 4.301378706375499, ""client-004"": 4.671670291543063, ""client-006"": 8.519008415513163, ""client-007"": 1.8686681166172252}"
sensorscope,30003,raven,69,"[""client-003"", ""client-005"", ""client-007""]","[""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-003"", ""client-005"", ""client-007""]","{""client-003"": 2.3611654903654804, ""client-005"": 0.9367579632307619, ""client-006"": 2.75469307209306, ""client-007"": 9.667708323402437}"
sensorscope,30003,raven,70,"[""client-001"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-006""]","{""client-000"": 6.53978250579017, ""client-001"": 7.134308188134732, ""client-003"": 4.241889482253724, ""client-004"": 6.064263588587303, ""client-006"": 4.161679776411926, ""client-007"": 0.7927009097927481}"
sensorscope,30003,raven,71,"[""client-001"", ""client-002"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","[""client-001"", ""client-002"", ""client-005"", ""client-007""]","{""client-000"": 10.327777093273435, ""client-001"": 12.674999159926486, ""client-002"": 4.356506523145786, ""client-003"": 1.1881381426761235, ""client-005"": 0.7920920951174157, ""client-007"": 2.816666479983664}"
sensorscope,30003,raven,72,"[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005""]","{""client-000"": 2.1805067404435055, ""client-001"": 4.222687262170491, ""client-002"": 28.818144531517063, ""client-003"": 11.789240944711528, ""client-004"": 3.9645577098972833, ""client-005"": 0.7929115419794567, ""client-006"": 2.7751903969280978}"
sensorscope,30003,raven,73,"[""client-002"", ""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-002"", ""client-003""]","{""client-000"": 10.293011032259272, ""client-001"": 7.134968074702018, ""client-002"": 15.439516548388909, ""client-003"": 2.378322691567339, ""client-004"": 2.339320689149835, ""client-005"": 0.7927742305224466, ""client-006"": 6.550097929619536}"
sensorscope,30003,raven,74,"[""client-000"", ""client-001"", ""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-007""]","{""client-000"": 2.17492534481272, ""client-001"": 10.676906238171537, ""client-002"": 5.123860614619148, ""client-004"": 3.4935413281494196, ""client-006"": 5.536173604977833, ""client-007"": 3.8807716829597987}"
sensorscope,30003,raven,75,"[""client-007""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-007""]","{""client-000"": 7.673680493496823, ""client-003"": 2.371502656430735, ""client-004"": 2.325357725302068, ""client-005"": 0.4650715450604136, ""client-006"": 4.150129648753786, ""client-007"": 1.5810017709538235}"
sensorscope,30003,raven,76,"[""client-002""]","[""client-002"", ""client-003""]","[""client-002""]","{""client-002"": 4.339139436161351, ""client-003"": 8.356054128980102}"
sensorscope,30003,raven,77,"[""client-003"", ""client-005""]","[""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-003"", ""client-005""]","{""client-002"": 5.135475287547211, ""client-003"": 4.740432149835854, ""client-004"": 0.9875900312158029, ""client-005"": 1.5801440499452848}"
sensorscope,30003,raven,78,"[""client-000"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-006"", ""client-007""]","[""client-000"", ""client-006""]","{""client-000"": 7.753260259149338, ""client-001"": 5.347713023693656, ""client-002"": 2.5844200863831124, ""client-003"": 2.376761343863847, ""client-006"": 1.6446309640619805, ""client-007"": 1.5845075625758982}"
sensorscope,30003,raven,79,[],"[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-000"": 4.357338156009582, ""client-001"": 11.87192720114052, ""client-002"": 5.175487527185629, ""client-003"": 7.914618134093684, ""client-004"": 4.704988661077845, ""client-005"": 0.940997732215569, ""client-006"": 6.586984125508981, ""client-007"": 4.8294135940981695}"
sensorscope,30003,raven,80,"[""client-001"", ""client-003"", ""client-005"", ""client-006""]","[""client-001"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-005"", ""client-006""]","{""client-001"": 2.112514745267595, ""client-003"": 4.22502949053519, ""client-005"": 1.5814306586916174, ""client-006"": 1.383751826355165, ""client-007"": 1.5814306586916174}"
sensorscope,30003,raven,81,"[""client-000"", ""client-002""]","[""client-000"", ""client-002"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-002""]","{""client-000"": 5.171975715480407, ""client-002"": 4.352896542746816, ""client-005"": 1.5828714700897513, ""client-006"": 6.582514546975063, ""client-007"": 3.9562680260867342}"
sensorscope,30003,raven,82,"[""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-002"", ""client-003"", ""client-004"", ""client-005""]","{""client-000"": 40.081871642530956, ""client-001"": 8.476818010166797, ""client-002"": 2.5901388364398548, ""client-003"": 2.3740518710847955, ""client-004"": 1.1773358347453886, ""client-005"": 2.429204341971573}"
sensorscope,30003,raven,83,"[""client-000"", ""client-002"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-006""]","[""client-000"", ""client-002"", ""client-006""]","{""client-000"": 4.346466177854889, ""client-002"": 2.1732330889274447, ""client-003"": 7.226489585285705, ""client-006"": 1.6425875652725284}"
sensorscope,30003,raven,84,[],"[""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-002"": 7.789017108882513, ""client-003"": 1.4161849288877297, ""client-005"": 0.9441232859251534, ""client-006"": 1.3888090873494219, ""client-007"": 3.7764931437006135}"
sensorscope,30003,raven,85,"[""client-003"", ""client-004"", ""client-005""]","[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-003"", ""client-004"", ""client-005""]","{""client-001"": 2.1322548676468935, ""client-003"": 2.3854709536771557, ""client-004"": 1.9878924613976297, ""client-005"": 0.9476688300652862, ""client-006"": 9.334825482492445, ""client-007"": 4.902693317068904}"
sensorscope,30003,raven,86,"[""client-004"", ""client-006""]","[""client-000"", ""client-004"", ""client-006"", ""client-007""]","[""client-004"", ""client-006""]","{""client-000"": 5.227193135978697, ""client-004"": 1.1879984399951586, ""client-006"": 1.3918336693530722, ""client-007"": 0.7953335253446129}"
sensorscope,30003,raven,87,"[""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-005""]","{""client-000"": 4.392021841174117, ""client-001"": 3.593472415506096, ""client-002"": 27.52769357522722, ""client-003"": 8.607177609501608, ""client-004"": 2.390882669306002, ""client-005"": 1.597098851336043, ""client-006"": 7.104325334530868, ""client-007"": 5.738118406334406}"
sensorscope,30003,raven,88,"[""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-005"", ""client-007""]","{""client-000"": 2.18892985586883, ""client-001"": 7.163770437388898, ""client-002"": 4.37785971173766, ""client-003"": 2.3879234791296327, ""client-004"": 2.3772514287532838, ""client-005"": 2.8527017145039406, ""client-006"": 1.3929553628256188, ""client-007"": 1.591948986086422}"
sensorscope,30003,raven,89,"[""client-000"", ""client-001"", ""client-002"", ""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003""]","{""client-000"": 4.3717026008151505, ""client-001"": 1.7884237912425618, ""client-002"": 6.557553901222725, ""client-003"": 8.53073954877552, ""client-006"": 28.029152285124752}"
sensorscope,30003,raven,90,"[""client-000"", ""client-001"", ""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002""]","{""client-000"": 2.6011219591658628, ""client-001"": 8.512762775451915, ""client-002"": 4.367688880111548, ""client-003"": 7.9806583487679665, ""client-005"": 0.4729312653028842, ""client-006"": 3.3105188571201887, ""client-007"": 4.886535787245571}"
sensorscope,30003,raven,91,"[""client-002"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-006"", ""client-007""]","{""client-001"": 5.372461978476393, ""client-002"": 10.410743649611717, ""client-003"": 7.9698258822858925, ""client-005"": 0.7959202931076138, ""client-006"": 9.93752802917482, ""client-007"": 0.7959202931076138}"
sensorscope,30003,raven,92,"[""client-001"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-006"", ""client-007""]","{""client-000"": 5.197475974295079, ""client-001"": 4.252480342605065, ""client-002"": 4.374262657868817, ""client-004"": 6.066208468799362, ""client-005"": 1.5906409664977519, ""client-006"": 2.783621691371065, ""client-007"": 1.5906409664977519}"
sensorscope,30003,raven,93,"[""client-000"", ""client-004""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-004""]","{""client-000"": 4.373587817793169, ""client-001"": 3.5783900327398652, ""client-003"": 2.3855933551599104, ""client-004"": 1.9879944626332586, ""client-005"": 0.39759889252665176, ""client-006"": 2.7831922476865616, ""client-007"": 1.8907306728406976}"
sensorscope,30003,raven,94,[],"[""client-000"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-000"": 4.381038812454655, ""client-002"": 10.425387235517476, ""client-003"": 5.989885296509885, ""client-005"": 2.843287427868403, ""client-006"": 3.3171686658464696, ""client-007"": 7.986513728679846}"
sensorscope,30003,raven,95,"[""client-000"", ""client-004""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-004""]","{""client-000"": 4.384397516857702, ""client-003"": 4.782979109299311, ""client-004"": 2.367715555538295, ""client-005"": 1.5943263697664374, ""client-006"": 5.580142294182529}"
sensorscope,30003,raven,96,"[""client-000"", ""client-001"", ""client-002"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-005""]","{""client-000"": 4.393215341393338, ""client-001"": 7.188897831370917, ""client-002"": 13.179646024180014, ""client-003"": 2.8437390487925653, ""client-005"": 2.396299277123639, ""client-006"": 5.591364979955157}"
